session,stim1,stim2,stim3,stim4,stim5,stim6,act2,act3,act4,act5,act6,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sessKey.keys,sessKey.rt,sessKey.duration,trialKey.keys,trialKey.rt,trialKey.duration,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,thisRow.t,notes,Globals.started,Globals.stopped,SessionIntro.started,sessText.started,sessKey.started,SessionIntro.stopped,trials.sessKey.keys,trials.sessKey.rt,trials.sessKey.duration,TrialIntro.started,trialText.started,trialKey.started,TrialIntro.stopped,trials.trialKey.keys,trials.trialKey.rt,trials.trialKey.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0182917769998312,0.018368389923125505,,,,,,,,,,,,,,,pilot,2025-10-12_13h36.35.487,1back_category,,2025.1.1,None,2025-10-12 13h36.44.953240 -0400,
1,images/157_Chairs.png,images/188_Chairs.png,images/306_Planes.png,images/352_Cars.png,images/386_Cars.png,images/402_Animals.png,x,b,x,b,x,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0.03521122399251908,,,,0.02964087901636958,0.03521122399251908,0.03521122399251908,0.7218388810288161,return,0.5182543809060007,None,0.7218858429696411,0.7308534479234368,0.7308534479234368,1.1088655369821936,return,0.36972718709148467,None,,,,,,,,
