session,stim1,stim2,stim3,stim4,stim5,stim6,act2,act3,act4,act5,act6,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sessKey.keys,sessKey.rt,sessKey.duration,trialKey.keys,trialKey.rt,trialKey.duration,frames.thisRepN,frames.thisTrialN,frames.thisN,frames.thisIndex,thisRow.t,notes,Globals.started,Globals.stopped,SessionIntro.started,sessText.started,sessKey.started,SessionIntro.stopped,trials.sessKey.keys,trials.sessKey.rt,trials.sessKey.duration,TrialIntro.started,trialText.started,trialKey.started,TrialIntro.stopped,trials.trialKey.keys,trials.trialKey.rt,trials.trialKey.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700584194622934,0.017078959033824503,,,,,,,,,,,,,,,pilot,2025-10-12_15h33.42.150,1back_category,,2025.1.1,None,2025-10-12 15h33.49.705990 -0400,
1,images/157_Chairs.png,images/188_Chairs.png,images/306_Planes.png,images/352_Cars.png,images/386_Cars.png,images/402_Animals.png,x,b,x,b,x,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0.03530351002700627,,,,0.02910206001251936,0.03530351002700627,0.03530351002700627,0.7680736579932272,return,0.5632759319851175,None,0.768130689044483,0.7753728979732841,0.7753728979732841,1.1982891480438411,return,0.42037308495491743,None,,,,,,,,
